Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Latitude,Longitude
174218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2012-01-01,12/01/2011,8.94,40.6590529,-73.8759245
174252,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2013-01-01,12/01/2012,8.69,40.6590529,-73.8759245
547516,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2017-01-01,01/01/2017,7.52,40.6590529,-73.8759245
174150,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2010-01-01,12/01/2009,9.79,40.6590529,-73.8759245
172620,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2010-01-01,12/01/2009,22.49,40.6590529,-73.8759245
667117,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2020-01-01,01/01/2020,15.74,40.6590529,-73.8759245
742194,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2021-01-01,01/01/2021,6.55,40.6590529,-73.8759245
211763,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2014-01-01,12/01/2013,19.75,40.6590529,-73.8759245
602849,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2018-01-01,01/01/2018,17.56,40.6590529,-73.8759245
412576,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2016-01-01,12/31/2015,18.26,40.6590529,-73.8759245
549908,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2017-01-01,01/01/2017,18.31,40.6590529,-73.8759245
649810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2019-01-01,01/01/2019,6.56,40.6590529,-73.8759245
172586,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2009-01-01,12/01/2008,23.9,40.6590529,-73.8759245
172654,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2011-01-01,12/01/2010,22.9,40.6590529,-73.8759245
174116,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2009-01-01,12/01/2008,10.6,40.6590529,-73.8759245
174184,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2011-01-01,12/01/2010,10.09,40.6590529,-73.8759245
669691,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,2020-01-01,01/01/2020,6.02,40.6590529,-73.8759245
667351,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2020-01-01,01/01/2020,15.74,40.6590529,-73.8759245
643465,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,2019-01-01,01/01/2019,15.81,40.6590529,-73.8759245
212930,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2014-01-01,12/01/2013,9.04,40.6590529,-73.8759245
176687,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2013-01-01,12/01/2012,20.19,40.6590529,-73.8759245
412459,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2016-01-01,12/31/2015,18.26,40.6590529,-73.8759245
605693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2018-01-01,01/01/2018,7.06,40.6590529,-73.8759245
178535,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2012-01-01,12/01/2011,8.94,40.6590529,-73.8759245
178451,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2010-01-01,12/01/2009,9.79,40.6590529,-73.8759245
176561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2010-01-01,12/01/2009,22.49,40.6590529,-73.8759245
643348,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2019-01-01,01/01/2019,15.81,40.6590529,-73.8759245
649693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2019-01-01,01/01/2019,6.56,40.6590529,-73.8759245
336520,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2015-01-01,01/01/2015,19.09,40.6590529,-73.8759245
176603,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2011-01-01,12/01/2010,22.9,40.6590529,-73.8759245
176519,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,2009-01-01,12/01/2008,23.9,40.6590529,-73.8759245
410767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2016-01-01,12/31/2015,7.8,40.6590529,-73.8759245
669808,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2020-01-01,01/01/2020,6.02,40.6590529,-73.8759245
333982,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,2015-01-01,01/01/2015,8.72,40.6590529,-73.8759245
336622,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2015-01-01,01/01/2015,19.76,40.8592667,-73.8984694
740901,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2021-01-01,01/01/2021,16.03,40.8592667,-73.8984694
667069,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2020-01-01,01/01/2020,16.98,40.8592667,-73.8984694
643324,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2019-01-01,01/01/2019,15.17,40.8592667,-73.8984694
178569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2013-01-01,12/01/2012,9.06,40.8592667,-73.8984694
742170,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2021-01-01,01/01/2021,6.58,40.8592667,-73.8984694
649669,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2019-01-01,01/01/2019,6.7,40.8592667,-73.8984694
178443,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2010-01-01,12/01/2009,10.26,40.8592667,-73.8984694
412561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2016-01-01,12/31/2015,17.93,40.8592667,-73.8984694
602834,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2018-01-01,01/01/2018,17.25,40.8592667,-73.8984694
174247,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2013-01-01,12/01/2012,9.06,40.8592667,-73.8984694
174179,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2011-01-01,12/01/2010,10.77,40.8592667,-73.8984694
334084,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2015-01-01,01/01/2015,9.14,40.8592667,-73.8984694
172615,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2010-01-01,12/01/2009,22.06,40.8592667,-73.8984694
649795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2019-01-01,01/01/2019,6.7,40.8592667,-73.8984694
212544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2014-01-01,12/01/2013,19.44,40.8592667,-73.8984694
176679,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2013-01-01,12/01/2012,19.89,40.8592667,-73.8984694
212922,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2014-01-01,12/01/2013,9.19,40.8592667,-73.8984694
178527,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2012-01-01,12/01/2011,9.47,40.8592667,-73.8984694
176637,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2012-01-01,12/01/2011,21.01,40.8592667,-73.8984694
547501,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2017-01-01,01/01/2017,7.52,40.8592667,-73.8984694
742296,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2021-01-01,01/01/2021,6.58,40.8592667,-73.8984694
549767,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2017-01-01,01/01/2017,19.15,40.8592667,-73.8984694
212064,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2014-01-01,12/01/2013,9.19,40.8592667,-73.8984694
547375,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2017-01-01,01/01/2017,7.52,40.8592667,-73.8984694
176553,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2010-01-01,12/01/2009,22.06,40.8592667,-73.8984694
412435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2016-01-01,12/31/2015,17.93,40.8592667,-73.8984694
602708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2018-01-01,01/01/2018,17.25,40.8592667,-73.8984694
336496,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2015-01-01,01/01/2015,19.76,40.8592667,-73.8984694
176511,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2009-01-01,12/01/2008,24.82,40.8592667,-73.8984694
176595,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,2011-01-01,12/01/2010,22.61,40.8592667,-73.8984694
549893,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2017-01-01,01/01/2017,19.15,40.8592667,-73.8984694
741027,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2021-01-01,01/01/2021,16.03,40.8592667,-73.8984694
172717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2013-01-01,12/01/2012,19.89,40.8592667,-73.8984694
211758,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2014-01-01,12/01/2013,19.44,40.8592667,-73.8984694
172683,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2012-01-01,12/01/2011,21.01,40.8592667,-73.8984694
410743,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2016-01-01,12/31/2015,7.57,40.8592667,-73.8984694
605669,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2018-01-01,01/01/2018,7.19,40.8592667,-73.8984694
178401,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2009-01-01,12/01/2008,11.1,40.8592667,-73.8984694
178485,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2011-01-01,12/01/2010,10.77,40.8592667,-73.8984694
333958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2015-01-01,01/01/2015,9.14,40.8592667,-73.8984694
174213,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2012-01-01,12/01/2011,9.47,40.8592667,-73.8984694
669832,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,2020-01-01,01/01/2020,6.0,40.8592667,-73.8984694
174145,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2010-01-01,12/01/2009,10.26,40.8592667,-73.8984694
669706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2020-01-01,01/01/2020,6.0,40.8592667,-73.8984694
605795,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2018-01-01,01/01/2018,7.19,40.8592667,-73.8984694
410869,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2016-01-01,12/31/2015,7.57,40.8592667,-73.8984694
174111,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,2009-01-01,12/01/2008,11.1,40.8592667,-73.8984694
667321,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2020-01-01,01/01/2020,16.98,40.8592667,-73.8984694
172581,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2009-01-01,12/01/2008,24.82,40.8592667,-73.8984694
172649,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2011-01-01,12/01/2010,22.61,40.8592667,-73.8984694
643450,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,2019-01-01,01/01/2019,15.17,40.8592667,-73.8984694
172582,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2009-01-01,12/01/2008,22.83,40.818399,-73.8213213
667327,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2020-01-01,01/01/2020,16.19,40.818399,-73.8213213
172718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2013-01-01,12/01/2012,18.58,40.818399,-73.8213213
549896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2017-01-01,01/01/2017,18.72,40.818399,-73.8213213
667075,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,2020-01-01,01/01/2020,16.19,40.818399,-73.8213213
212923,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,2014-01-01,12/01/2013,8.97,40.818399,-73.8213213
174112,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2009-01-01,12/01/2008,10.59,40.818399,-73.8213213
605798,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2018-01-01,01/01/2018,7.0,40.818399,-73.8213213
174146,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2010-01-01,12/01/2009,9.68,40.818399,-73.8213213
605672,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,2018-01-01,01/01/2018,7.0,40.818399,-73.8213213
174248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2013-01-01,12/01/2012,8.74,40.818399,-73.8213213
547504,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2017-01-01,01/01/2017,7.52,40.818399,-73.8213213
742299,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2021-01-01,01/01/2021,6.6,40.818399,-73.8213213
212065,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2014-01-01,12/01/2013,8.97,40.818399,-73.8213213
178570,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,2013-01-01,12/01/2012,8.74,40.818399,-73.8213213
547378,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,2017-01-01,01/01/2017,7.52,40.818399,-73.8213213
211759,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2014-01-01,12/01/2013,19.26,40.818399,-73.8213213
412564,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2016-01-01,12/31/2015,17.92,40.818399,-73.8213213
602837,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,2018-01-01,01/01/2018,16.89,40.818399,-73.8213213
410872,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,2016-01-01,12/31/2015,7.5,40.818399,-73.8213213
